"","Canonical","NonCanonical","Atypical"
"758","FAM24A","DGCR5",NA
"759","ADAMTS18","OR2M3",NA
"760","RBM46","RND2",NA
"761","GABRA5","CNTN1",NA
"762","SAXO1","SNTG1",NA
"763","NEUROG1","GLP1R",NA
"764","SEPTIN8","FOXE1",NA
"765","TSPAN10","PTH1R",NA
"766","TPD52L3","GRIA2",NA
"767","TMEM95","CDH8",NA
"768","CRISP3","NANOGNB",NA
"769","PEBP4","CFAP61",NA
"770","LHFPL1","CFAP97D1",NA
"771","ADAMTSL1","COL26A1",NA
"772","PNLIP","CNTNAP4",NA
"773","OR9A2","HESX1",NA
"774","RHOXF1","TSPAN10",NA
"775","KLHL38","PNLIP",NA
