"","Canonical","NonCanonical","Atypical"
"603","ANKRD34C","SLC26A4",NA
"604","RPE65","CPLX4",NA
"605","MZT1","LRRC4C",NA
"606","WNT5B","IL5RA",NA
"607","ADGB","CHIT1",NA
"608","MLIP","RHO",NA
"609","RNF17","LINC01098",NA
"610","JAKMIP3","FBXO17",NA
"611","ZNF556","USP29",NA
"612","FCN1","MMP24",NA
"613","RIPPLY1","OR2J2",NA
"614","RLN3","AADACL4",NA
"615","VWDE","CNTN5",NA
"616","GP5","OR4B1",NA
"617","USP2","GYS2",NA
"618","DNAH10","AMER2",NA
"619","ANKRD13B","MPO",NA
"620","TEX35","GBX2",NA
"621","VSTM2A","RPS13",NA
"622","OR10H5","ABCB5",NA
"623","C2CD6","GFRA2",NA
"624","HEATR9","PTH1R",NA
"625","OR4C11","TMEM239",NA
"626","OR9Q2","OR2AT4",NA
"627","BEND4","PDYN",NA
"628","SMIM5","FOXG1",NA
"629","MYPN","KRT2",NA
"630","NEUROG1","OR10AG1",NA
"631","DLGAP1","TFAP2B",NA
"632","TXNDC2","TGFB1",NA
"633","CABP2","ZFP57",NA
"634","CFAP144","NKAIN4",NA
"635","SLITRK5","TEX35",NA
"636","CHIT1","LIX1",NA
"637","ABCC8","OR2M3",NA
"638","RTL9","FBXL21P",NA
"639","NCR3","RTL9",NA
"640","AMER2","ST8SIA2",NA
"641","COLGALT2","GOLGA7B",NA
"642","C16orf89","RGS21",NA
"643","C2orf50","ADH4",NA
"644","HELT","TEF",NA
"645","OR8B4","SSPOP",NA
"646","IRS4","HIPK4",NA
"647","ANKRD20A21P","UPK3A",NA
"648","ST8SIA2","CTNND2",NA
"649","OLIG1","KNDC1",NA
"650","PAPOLB","SERPINB10",NA
"651","SLC25A34","GDF3",NA
"652","BMP3","GPR26",NA
"653","KASH5","CGA",NA
"654","LRRC4C","CTAGE1",NA
"655","SPRN","CACNG1",NA
"656","SLC2A14","KCNN1",NA
"657","OR10A7","AMDHD1",NA
"658","MAD2L1","SNCB",NA
"659","DBX1","THSD7B",NA
"660","ADCY10","OR2AK2",NA
"661","PCDH11X","ANKRD34C",NA
"662","PKD1L2","TXNDC2",NA
"663","TTTY12","ACKR2",NA
"664","TRAPPC3L","NPY2R",NA
"665","SDR9C7","CCDC160",NA
"666","SERPINA11","ABCG4",NA
"667","NPY2R","OR6B3",NA
"668","SULT2A1","AMHR2",NA
"669","SLC45A1","PRSS21",NA
"670","LIMA1","COX6C",NA
"671","NELL1","GPC5",NA
"672","TEX36","ADCY8",NA
"673","ADGRB3","GFRAL",NA
