"","Canonical","NonCanonical","Atypical"
"561","COL8A1","MYO7B",NA
"562","IL6","KATNBL1",NA
"563","ATP1A2","ALDH1L2",NA
"564","HSD3B1","SMIM29",NA
"565","SLC4A4","KRIT1",NA
"566","AMPD1","SIRT5",NA
"567","B3GALT1","SYNJ1",NA
"568","SLC11A1","PSME2",NA
"569","UGT2B11","ITGA9",NA
"570","SH3GL2","PDE7A",NA
"571","SH2D7","THUMPD3-AS1",NA
"572","NXPE4","COX17",NA
"573","SFRP2","SLIRP",NA
"574","CASQ2","MID1",NA
"575","PLP1","H6PD",NA
"576","B3GALT5","THBS1",NA
"577","KRT6B","USP49",NA
"578","NOL4","SRRM2-AS1",NA
"579","KCNB1","LCORL",NA
"580","KRT23","MISP3",NA
"581","SIX1","COX6B1",NA
"582","CD177","NDUFB9",NA
"583","DSCAML1","H1-3",NA
"584","KLK8","RPL18A",NA
"585","NEUROD1","CEP97",NA
"586","RSPO2","FZD5",NA
"587","IBSP","ARGFXP2",NA
"588","SLC5A8","BRMS1L",NA
"589","LYPD8","NDUFB2",NA
"590","NRAP","SRF",NA
"591","BEST2","MYRF",NA
"592","ECRG4","BTD",NA
"593","GP2","LINC00487",NA
"594","MYOT","LY96",NA
"595","CLCA1","LAMTOR4",NA
"596","SBSN","H3C2",NA
"597","KLK15","RNF222",NA
"598","FOXQ1","DBI",NA
"599","WNT2","CRACR2B",NA
"600","PTPN20","PTGR3",NA
"601","EGFL6","SNHG6",NA
"602","CPB1","SIVA1",NA
"603","DKK2","H2AC6",NA
"604","SOX11","RPL13",NA
"605","LY6D","H1-4",NA
"606","PROK2","SELENOW",NA
"607","CLCA4","NRBP2",NA
"608","MAMDC2","CPEB2",NA
"609","MIR31HG","SERF2",NA
"610","HEPACAM2","COX14",NA
"611","STRA6","TYK2",NA
"612","IL11","H3C7",NA
"613","KLK6","WLS",NA
"614","MS4A12","STAG3L4",NA
"615","NXPE1","IFI30",NA
"616","ADH1A","KRT7",NA
"617","NOX4","GP9",NA
"618","PNLIPRP2","FOSL2",NA
"619","REG1A","LYSMD3",NA
"620","KLK7","NIP7",NA
"621","SLC26A3","H2AC7",NA
"622","MMP3","GPLD1",NA
"623","CLDN8","SNHG9",NA
"624","SLC28A2","FLVCR2",NA
"625","UGT2B15","PUS7L",NA
"626","SLC30A10","MIPEP",NA
"627","CXCL8","SMIM13",NA
"628","CSF3","H2BC13",NA
"629","DEFA6","TRDV2",NA
"630","SAA1","RPL3",NA
"631","H19","SCARNA2",NA
"632","MYOC","NME1",NA
"633","LEMD1","EIF3H",NA
"634","TMIGD1","LSM8",NA
"635","CA4","SMAD2",NA
"636","INSL5","ZNF827",NA
"637","GCG","COX6A1",NA
"638","CHGA","PLEKHH1",NA
"639",NA,"OR52E8",NA
"640",NA,"HINT1",NA
"641",NA,"ATP5ME",NA
"642",NA,"HERC3",NA
"643",NA,"LINC00623",NA
"644",NA,"SDHA",NA
"645",NA,"WDR33",NA
"646",NA,"LINC00028",NA
"647",NA,"PACRGL",NA
"648",NA,"ATP5PD",NA
"649",NA,"KDM6B",NA
"650",NA,"FAM8A1",NA
"651",NA,"LST1",NA
"652",NA,"FGF7P6",NA
"653",NA,"AFG2A",NA
"654",NA,"CTAGE15",NA
